Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,,
733,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,0,0,0,37,,738,,,487,
734,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,12,2,4,3,631,,34,,,12,
735,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,475,57,97,120,213,,704,,,475,
736,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,1,0,0,0,16,,459-32,,,,
737,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,60,6,15,10,197,,,,,,
738,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,1257,232,280,323,,,,,1000,,
739,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,85,11,14,21,,408,,,22,,
740,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,128,20,29,42,,,,,978,,
741,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0,,,,,,,
742,C. CRIMES AGAINST WOMEN,Pornography,NA,0,0,0,0,,,224,,,,
743,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,58,8,12,10,,,,393,,,
744,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,11,3,3,3,,,,29,,,
745,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,1208,384,212,226,,,,364,,,
746,D. CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC/ 91, 92 BNS)",NA,3,1,0,0,,,,,,,
747,D. CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0,,,,,,,
748,D. CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,19,4,4,6,,,,,,,
749,D. CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,1743,328,368,403,,,,,,,
750,D. CRIME AGAINST CHILDREN,For Ransom - of Children,NA,2,1,0,0,,,,,,,
751,D. CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0,,,,,,,
752,D. CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,1,0,0,0,,,,,,,
753,D. CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,0,0,0,0,,,,,,,
754,D. CRIME AGAINST CHILDREN,Lawful Guardianship,NA,2,0,0,1,,,,,,,
755,D. CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0,,,,3521,,,
756,D. CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,0,0,0,0,,,,31,,,
757,D. CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,1,0,0,1,,,,3490,,,
758,D. CRIME AGAINST CHILDREN,Sub Total ,NA,1749,329,368,405,,,,,,,
759,D. CRIME AGAINST CHILDREN,"Selling of girls for Prostitution (Sec.372, 373 IPC/ 98, 99 BNS)",NA,0,0,0,0,,,,,,,
760,D. CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,74,24,13,21,,,,,,,
761,D. CRIME AGAINST CHILDREN,POCSO Act,NA,2071,393,445,406,,,,,,,
762,D. CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,6,2,2,1,,,,,,,
763,D. CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,44,16,7,5,,,,,,,
764,D. CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,25,4,3,2,,,,,,,
765,D. CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,0,0,0,0,,,,,,,
766,E. CRIME AGAINST SCHEDULED CASTE /TRIBES BY NON SCs/STs,Murder,NA,38,4,6,7,,,,,,,
767,E. CRIME AGAINST SCHEDULED CASTE /TRIBES BY NON SCs/STs,Rape,NA,41,11,4,12,,,,,,,
768,E. CRIME AGAINST SCHEDULED CASTE /TRIBES BY NON SCs/STs,Kidnapping,NA,99,14,25,9,,,,,,,
769,E. CRIME AGAINST SCHEDULED CASTE /TRIBES BY NON SCs/STs,Offences under the Protection of Civil Rights Act.,NA,1,2,0,0,,,,,,,
770,E. CRIME AGAINST SCHEDULED CASTE /TRIBES BY NON SCs/STs,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,969,146,210,204,,,,,,,
,,,,,,,,,,,,,,
